EST_STORECAP_MIN,EST_STORECAP_MEAN,EST_STORECAP_MAX,CAP_EST_METHOD,STORE_CAP_MIN,STORE_CAP_MEAN,STORE_CAP_MAX,CAP_CAL_METHOD,TOTAL_STORE_CAP,STORE_CAP_HCDAUGHTER,EST_CAP_ENT_PRESS,OBJECTID,FORMATION_ID,STORAGE_UNIT_ID,STORAGE_UNIT_NAME,ASSESS_UNIT_TYPE,PERIOD_MIN,COUNTRY
80.0,85.0,105.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,41,BG_F_20121113112957329,BG_S_20121115101545003,Galabovo,Saline Aquifer without hydrocarbon fields,Paleogene,Bulgaria
70.0,72.0,90.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,42,BG_F_20121113112957329,BG_S_20121115101639364,Maritsa,Saline Aquifer without hydrocarbon fields,Paleogene,Bulgaria
0.0,240.0,0.0,Pore vol and storage eff coefficient,15.519937500000005,267.00890625000005,282.7153125000001,Method 1,267.00890625000005,0.0,0.0,43,CH_F_20120911151242576,CH_S_20120911154558388,Hauptrogenstein,Saline Aquifer without hydrocarbon fields,Jurassic,Switzerland
0.0,708.0,0.0,Pore vol and storage eff coefficient,61.30890000000001,551.7801000000001,1745.3070000000002,Method 1,551.7801000000001,0.0,0.0,44,CH_F_20120912115738325,CH_S_20120913141319278,Trigonodus Dolomite,Saline Aquifer without hydrocarbon fields,Triassic,Switzerland
0.0,251.0,0.0,Pore vol and storage eff coefficient,1.418742,39.90211875,146.410875,Method 1,39.90211875,0.0,0.0,45,CH_F_20120912122014497,CH_S_20120928135137125,Upper Marine Molasse,Saline Aquifer without hydrocarbon fields,Neogene,Switzerland
0.0,1479.0,0.0,Pore vol and storage eff coefficient,99.12577500000002,991.25775,15951.978000000003,Method 1,991.25775,0.0,0.0,46,CH_F_20120928140939203,CH_S_20120928141422937,Malm limestones,Saline Aquifer without hydrocarbon fields,Jurassic,Switzerland
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,21.562709,0.0,47,CZ_F_20121002123525510,CZ_S_20121018103535587,Neogene of Vienna Basin SU,Saline Aquifer with hydrocarbon fields,,Czech Republic
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48,CZ_F_20121018133730541,CZ_S_20121018134342315,Neogene of Carpathian Foredeep SU,Saline Aquifer with hydrocarbon fields,,Czech Republic
85.0,94.0,100.0,Pore vol and storage eff coefficient,37.78790400000001,112.23457344000002,250.88469120000005,Method 1,112.23457344000002,0.0,0.0,49,CZ_F_20121019100338402,CZ_S_20121019101700221,Zatec,Saline Aquifer without hydrocarbon fields,Carboniferous,Czech Republic
180.0,200.0,220.0,Pore vol and storage eff coefficient,60.18624,200.15714304,449.5392,Method 1,200.15714304,0.0,0.0,50,CZ_F_20121019100338402,CZ_S_20121019104824972,Roudnice,Saline Aquifer without hydrocarbon fields,Carboniferous,Czech Republic
100.0,109.0,120.0,Pore vol and storage eff coefficient,58.38568128000001,114.60417624000002,436.52551680000005,Method 1,114.60417624000002,0.0,0.0,51,CZ_F_20121019100338402,CZ_S_20121019110211596,Mnichovo Hradiste,Saline Aquifer without hydrocarbon fields,Permian,Czech Republic
18.0,20.0,22.0,Pore vol and storage eff coefficient,6.080256,20.681122176,63.0030336,Method 1,20.681122176,0.0,0.0,52,CZ_F_20121019100338402,CZ_S_20121019110904584,Nova Paka,Saline Aquifer without hydrocarbon fields,Permian,Czech Republic
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,53,DE_F_20120926141820351,DE_S_20120926143217249,Upper Rotliegend,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,54,DE_F_20120926144047198,DE_S_20120926144228241,Middle Buntsandstein,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,55,DE_F_20120926163310973,DE_S_20120926163651464,Keuper,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,56,DE_F_20120926164910997,DE_S_20120926165034644,Middle Jurassic,Saline Aquifer with hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,57,DE_F_20120927081255310,DE_S_20120927082142391,Upper Rotliegend Storage Unit,Saline Aquifer with hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,58,DE_F_20120927101910147,DE_S_20120927102009239,Zechstein,Saline Aquifer with hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,59,DE_F_20120927142849255,DE_S_20120927142942607,Middle Buntsandstein Storage Unit,Saline Aquifer with hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,60,DE_F_20120927145437579,DE_S_20120927145832047,Upper Keuper and Lower Jurassic Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,61,DE_F_20120927150524060,DE_S_20120927150805114,Middle Jurassic Storage Unit,Saline Aquifer with hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,62,DE_F_20120927152738323,DE_S_20120927152951764,Lower Cretaceous Storage Unit,Saline Aquifer with hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,63,DE_F_20120927154821265,DE_S_20120927155526240,Rotliegend Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,64,DE_F_20120927155607159,DE_S_20120927155819384,Zechstein Storage Unit,Saline Aquifer with hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,65,DE_F_20120927161301830,DE_S_20120927161432732,Rotliegend Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,66,DE_F_20120927161715455,DE_S_20120927161836482,Rotliegend Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,67,DE_F_20120927161928196,DE_S_20120927162056414,Upper Carboniferous and Rotliegend Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,68,DE_F_20120927162140218,DE_S_20120927162252072,Buntsandstein Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,69,DE_F_20120927162324692,DE_S_20120927162433488,Muschelkalk Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,70,DE_F_20120927162516871,DE_S_20120927162724791,Upper Rotliegend Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,71,DE_F_20120927162758955,DE_S_20120927162918905,Lower and Middle Muschelkalk Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,72,DE_F_20120927163016250,DE_S_20120927163755120,Upper Muschelkalk Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,73,DE_F_20120927163832060,DE_S_20120927163952587,Middle Keuper Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,74,DE_F_20120927164110275,DE_S_20120927164140648,Upper Keuper Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,75,DE_F_20120927164212752,DE_S_20120927164251877,Middle Jurassic Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,76,DE_F_20120927164334013,DE_S_20120927165803473,Lower Cretaceous (Aptian/Albian) Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,77,DE_F_20120927165837917,DE_S_20120927171037458,Upper Cretaceous (Cenomanian) Storage Unit,Saline Aquifer without hydrocarbon fields,,Germany
3200.0,154400.0,1388000.0,Pore vol and compressibility,176.29078608,6210.4003016000015,45653.293008,Method 1,6210.4003016000015,0.0,0.0,78,DK_F_20120905093809222,DK_S_20120905093827024,Bunter Sand Stone unit 1,Saline Aquifer without hydrocarbon fields,Triassic,Denmark
2300.0,120000.0,368000.0,Pore vol and compressibility,86.664,9072.13824,54740.275004,Method 1,9072.13824,0.0,0.0,79,DK_F_20120905113052957,DK_S_20120905113124838,Gassum Formation unit 1,Saline Aquifer without hydrocarbon fields,Jurassic,Denmark
35.0,36000.0,114000.0,Pore vol and compressibility,0.001755,3.35874825,10.016562464999998,Method 1,3.35874825,0.0,0.0,80,DK_F_20120905113540120,DK_S_20120905113606539,Haldager Formation unit 1,Saline Aquifer without hydrocarbon fields,Jurassic,Denmark
6800.0,154000.0,1387000.0,Pore vol and compressibility,0.0,36636.565248,174939.15600000005,Method 1,36636.565248,0.0,0.0,81,DK_F_20121002015118518,DK_S_20121005113449910,Skagerrak Formation unit 1,Saline Aquifer without hydrocarbon fields,Triassic,Denmark
0.0,7.86,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,82,ES_F_20121021201148283,ES_S_20121021210300810,Banda Plegada de Ubierna,Saline Aquifer without hydrocarbon fields,,Spain
0.0,1.69,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,83,ES_F_20121021201148283,ES_S_20121021212006218,Matienzo,Saline Aquifer without hydrocarbon fields,,Spain
0.0,47.25,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,84,ES_F_20121021201148283,ES_S_20121021221155700,Plataforma de Cabuerniga,Saline Aquifer without hydrocarbon fields,,Spain
0.0,35.44,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,Method 2,0.0,0.0,0.0,85,ES_F_20121021201148283,ES_S_20121021222227020,Oeste de Polientes,Saline Aquifer without hydrocarbon fields,,Spain
0.0,3.41,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,86,ES_F_20121022131617352,ES_S_20121022131707631,Banda Plegada Ubierna,Saline Aquifer without hydrocarbon fields,,Spain
0.0,1.81,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,87,ES_F_20121022131617352,ES_S_20121022161534950,Matienzo,Saline Aquifer without hydrocarbon fields,,Spain
0.0,6.42,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,88,ES_F_20121022131617352,ES_S_20121023100306732,Hontomin,Saline Aquifer with hydrocarbon fields,Jurassic,Spain
0.0,12.85,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,89,ES_F_20121022131617352,ES_S_20121023102828716,Oeste de Polientes,Saline Aquifer without hydrocarbon fields,Jurassic,Spain
0.0,1.83,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,90,ES_F_20121021201148283,ES_S_20121023104022469,Ancillo,Saline Aquifer without hydrocarbon fields,Triassic,Spain
0.0,132.19,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,91,ES_F_20121021201148283,ES_S_20121023120703303,Campillo,Saline Aquifer without hydrocarbon fields,Triassic,Spain
0.0,242.97,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,92,ES_F_20121021201148283,ES_S_20121023121047963,Iglesias,Saline Aquifer without hydrocarbon fields,Triassic,Spain
0.0,75.26999999999998,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,93,ES_F_20121021201148283,ES_S_20121023121523446,Don Juan Este,Saline Aquifer without hydrocarbon fields,Triassic,Spain
0.0,9.56,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,94,ES_F_20121021201148283,ES_S_20121023122312944,Don Juan Oeste,Saline Aquifer without hydrocarbon fields,Triassic,Spain
0.0,1212.46,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,95,ES_F_20121023122851984,ES_S_20121023123807340,Zona Enlace,Saline Aquifer without hydrocarbon fields,,Spain
0.0,318.6,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,96,ES_F_20121023122851984,ES_S_20121023124125118,Roncal-Illón,Saline Aquifer without hydrocarbon fields,,Spain
0.0,22.28,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,97,ES_F_20121023122851984,ES_S_20121023124934712,Magallon,Saline Aquifer without hydrocarbon fields,,Spain
0.0,68.93,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,98,ES_F_20121023122851984,ES_S_20121023125312130,Arnedo,Saline Aquifer without hydrocarbon fields,,Spain
79.56,79.56,79.56,From detailed site characterisation study,79.56576810000001,79.56576810000001,79.56576810000001,Method 1,79.56576810000001,0.0,0.0,184,IT_F_20121010152539660,IT_S_20121010152629738,Licia 1 - Calabria 1 SU,Saline Aquifer without hydrocarbon fields,,Italy
205.7286,205.7286,205.7286,From detailed site characterisation study,205.729783644,205.729783644,205.729783644,Method 1,205.729783644,0.0,0.0,185,IT_F_20121010153841021,IT_S_20121010153941584,Lara 1 - Calabria mare 1 SU,Saline Aquifer without hydrocarbon fields,,Italy
186.732,186.732,186.732,From detailed site characterisation study,186.74379360000003,186.74379360000003,186.74379360000003,Method 1,186.74379360000003,0.0,0.0,186,IT_F_20121010165100811,IT_S_20121010165609360,Fosca 1 - Calabria mare 2 SU,Saline Aquifer without hydrocarbon fields,Neogene,Italy
70.5024,70.5024,70.5024,From detailed site characterisation study,70.5043584,70.5043584,70.5043584,Method 1,70.5043584,0.0,0.0,187,IT_F_20121010170832724,IT_S_20121010171113037,Biddusa 2 - Sicilia 1 SU,Saline Aquifer without hydrocarbon fields,Neogene,Italy
54.756,54.756,54.756,From detailed site characterisation study,54.75600000000001,54.75600000000001,54.75600000000001,Method 1,54.75600000000001,0.0,0.0,188,IT_F_20121010172946255,IT_S_20121010173033911,Furci 9 - Abruzzi 2 SU,Saline Aquifer without hydrocarbon fields,Neogene,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,6.863451919043902,0.0,189,IT_F_20121010180248517,IT_S_20121010180305267,COTIGNOLA SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,21.917540222506986,0.0,190,IT_F_20121031102032101,IT_S_20121031102513070,CUGNO LE MACINE SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,3.3207409866266318,0.0,191,IT_F_20121031104250082,IT_S_20121031104302098,LENO SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.825583208135486,0.0,192,IT_F_20121031111256239,IT_S_20121031111303505,PIADENA EST SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,15.443386527617722,0.0,193,IT_F_20121031114012049,IT_S_20121031114024236,SERRA PIZZUTA SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.074306050388375,0.0,194,IT_F_20121031114948505,IT_S_20121031115000333,PORTO CORSINI TERRA SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.434390504343905,0.0,195,IT_F_20121031115739676,IT_S_20121031115753458,RAPAGNANO SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,70.38256304919794,0.0,196,IT_F_20121031120211176,IT_S_20121031120213880,RAVENNA TERRA SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.3573365029362028,0.0,197,IT_F_20121031120548505,IT_S_20121031120555489,ROMANENGO SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.5890297372125342,0.0,198,IT_F_20121031120838911,IT_S_20121031120848176,S.BENEDETTO SU,Saline Aquifer with hydrocarbon fields,,Italy
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,4.4421859623938404,0.0,199,IT_F_20121031121123708,IT_S_20121031121144036,S.POTITO SU,Saline Aquifer with hydrocarbon fields,,Italy
73.0,78.0,85.0,Pore vol and storage eff coefficient limited by trap vol,49.688892,84.69697499999998,132.12728099999998,Method 1,89.43614889999998,4.739173900000001,0.0,200,LT_F_20121003145626765,LT_S_20121003151204093,Cambrian Sandstone,Saline Aquifer with hydrocarbon fields,Cambrian,Lithuania
1417.0,13552.0,46337.0,Pore vol and storage eff coefficient,1417.5,13552.0,46337.2,Method 1,13552.0,0.0,0.0,201,LV_F_20121008163124647,LV_S_20121008163157777,Deimena Formation Sandstone,Saline Aquifer with hydrocarbon fields,Cambrian,Latvia
11.4,11.4,11.4,Pore vol and storage eff coefficient,17.836,72.5088,183.456,Method 1,72.5088,0.0,0.0,202,MK_F_20121001093332591,MK_S_20121001094902451,Priabonian sandstone Ergelija,Saline Aquifer without hydrocarbon fields,Paleogene,"Macedonia, The Former Yugoslav Republic Of"
5.6,5.6,5.6,Pore vol and storage eff coefficient,10.325,42.48,104.076,Method 1,42.48,0.0,0.0,203,MK_F_20121001122911657,MK_S_20121001130346379,Priabonian sandstone Sveti Nikole,Saline Aquifer without hydrocarbon fields,Neogene,"Macedonia, The Former Yugoslav Republic Of"
3.9,3.9,3.9,Pore vol and storage eff coefficient,6.195,28.32,74.34,Method 1,28.32,0.0,0.0,204,MK_F_20121001135515395,MK_S_20121001135946182,Priabonian sandstone Veles,Saline Aquifer without hydrocarbon fields,Neogene,"Macedonia, The Former Yugoslav Republic Of"
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,205,NL_F_20120924134347852,NL_S_20120925134347852,De lutte formation_SU,saline aquifer with hydrocarbon fields,Carboniferous,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,206,NL_F_20120924134347853,NL_S_20120925134347853,Hospital ground formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,207,NL_F_20120924134347854,NL_S_20120925134347854,Ruurlo formation/hospital ground formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,208,NL_F_20120924134347855,NL_S_20120925134347855,Tubbergen formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,209,NL_F_20120924134347856,NL_S_20120925134347856,Limburg Group_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,210,NL_F_20120924134347857,NL_S_20120925134347857,Silverpit formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,211,NL_F_20120924134347858,NL_S_20120925134347858,Slochteren formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,212,NL_F_20120924134347859,NL_S_20120925134347859,Z3 (leine) formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,213,NL_F_20120924134347860,NL_S_20120925134347860,Z2 (stassfurt) formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,214,NL_F_20120924134347861,NL_S_20120925134347861,Lower buntsandstein formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,215,NL_F_20120924134347862,NL_S_20120925134347862,hardegsen formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,216,NL_F_20120924134347863,NL_S_20120925134347863,Volpriehausen formation//Soling formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,217,NL_F_20120924134347864,NL_S_20120925134347864,Main buntsandstein subgroep_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,218,NL_F_20120924134347865,NL_S_20120925134347865,Upper germanic trias group_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,219,NL_F_20120924134347866,NL_S_20120925134347866,Scruff greensand formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,220,NL_F_20120924134347867,NL_S_20120925134347867,Vlieland sandstone formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,221,NL_F_20120924134347868,NL_S_20120925134347868,Holland formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,222,NL_F_20120924134347869,NL_S_20120925134347869,Ommelanden formation_SU,saline aquifer with hydrocarbon fields,,Netherlands
0.0,15770.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,223,NO_F_20120831124232138,NO_S_20121106101249611,Utsira and Skade SU,Saline Aquifer without hydrocarbon fields,lower Miocene,Norway
0.0,13600.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,224,NO_F_20121106103651359,NO_S_20121106103720125,Bryne and Sandnes southern parts SU,Saline Aquifer without hydrocarbon fields,middle Jurassic,Norway
0.0,4090.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,225,NO_F_20121106104641695,NO_S_20121106104718512,Sognefjord delta east SU,Saline Aquifer without hydrocarbon fields,upper middle jurassic,Norway
0.0,3590.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,226,NO_F_20121106105012282,NO_S_20121106105029005,Statfjord east SU,Saline Aquifer without hydrocarbon fields,uppermost Triassic,Norway
0.0,2850.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,227,NO_F_20121106131137919,NO_S_20121106131211701,Gassum SU,Saline Aquifer without hydrocarbon fields,Uppermost Triassic,Norway
0.0,1780.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,228,NO_F_20121106131503819,NO_S_20121106131533299,Johansen and Cook SU,Saline Aquifer without hydrocarbon fields,Lower Jurassic,Norway
0.0,960.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,229,NO_F_20121106132028120,NO_S_20121106132039490,Fiskebank SU,Saline Aquifer without hydrocarbon fields,Paleocene,Norway
0.0,2300.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,230,NO_F_20121106103651359,NO_S_20121107102254781,Bryne and Sandnes SU in Farsund Basin,Saline Aquifer without hydrocarbon fields,middle Jurassic,Norway
0.0,90.0,0.0,Pore vol and storage eff coefficient,0.0,0.0,0.0,,0.0,0.0,0.0,231,NO_F_20121107102744460,NO_S_20121107102801557,Hugin east SU,Saline Aquifer without hydrocarbon fields,middle Jurassic,Norway
5465.7,25213.4,547055.1,Pore vol and storage eff coefficient,5904.59796,25213.357056,429782.801184,Method 1,25213.357056,0.0,0.0,232,PL_F_20120806100126138,PL_S_20120808091634004,Mogilenska,Saline Aquifer without hydrocarbon fields,Cretaceous,Poland
864.6,39663.3,1157270.2,Pore vol and storage eff coefficient,1047.41343,39663.34236000001,1009097.6201459998,Method 1,39663.34236000001,0.0,0.0,233,PL_F_20120808112745233,PL_S_20120808112804608,Borucicka,Saline Aquifer without hydrocarbon fields,Jurassic,Poland
864.6,40568.6,931783.9000000001,Pore vol and storage eff coefficient,1071.31815,40568.56380000001,819630.957915,Method 1,40568.56380000001,0.0,0.0,234,PL_F_20120808112745233,PL_S_20120808112810552,Komorowska,Saline Aquifer without hydrocarbon fields,Jurassic,Poland
0.0,93202.3,546419.7,Pore vol and storage eff coefficient,2676.4670340000007,93202.28928,699364.0437456003,Method 1,93202.28928,0.0,0.0,235,PL_F_20120808112825606,PL_S_20120808115157953,Baltycka,Saline Aquifer without hydrocarbon fields,Triassic,Poland
47.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,236,PT_F_20121113124038168,PT_S_20121114152914865,Cv-4,Saline Aquifer without hydrocarbon fields,Cretaceous,Portugal
82.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,237,PT_F_20121113124038168,PT_S_20121114154207089,Li-1,Saline Aquifer without hydrocarbon fields,Cretaceous,Portugal
512.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,238,PT_F_20121113124038168,PT_S_20121114154541605,P-A2,Saline Aquifer without hydrocarbon fields,Cretaceous,Portugal
421.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,239,PT_F_20121113124038168,PT_S_20121114154626350,Lu-1,Saline Aquifer without hydrocarbon fields,Cretaceous,Portugal
172.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,240,PT_F_20121113124038168,PT_S_20121114155908729,P-A8,Saline Aquifer without hydrocarbon fields,Cretaceous,Portugal
166.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,241,PT_F_20121113124038168,PT_S_20121114161041795,P-A3,Saline Aquifer without hydrocarbon fields,Cretaceous,Portugal
378.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,242,PT_F_20121113124038168,PT_S_20121114161205717,5A-1,Saline Aquifer without hydrocarbon fields,Cretaceous,Portugal
134.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,243,PT_F_20121113124038168,PT_S_20121114161953631,P-B1,Saline Aquifer without hydrocarbon fields,Triassic,Portugal
603.0,0.0,0.0,Pore vol and storage eff coefficient limited by trap vol,0.0,0.0,0.0,,0.0,0.0,0.0,244,PT_F_20121114124022310,PT_S_20121114165832128,NL-A1,Saline Aquifer without hydrocarbon fields,,Portugal
